origin,destination,operator,date,hour,month,day_of_week,scheduled_departure,mins_late,cancelled
London Waterloo,Southampton Central,South Western Railway,2024-12-28,6,12,Saturday,0645,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-28,6,9,Saturday,0615,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-08,5,7,Monday,0515,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-06,18,4,Saturday,1815,13,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-08,7,1,Monday,0715,7,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-22,16,12,Sunday,1615,4,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-13,12,7,Saturday,1230,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-20,18,2,Tuesday,1845,0,False
London Waterloo,Southampton Central,South Western Railway,2024-06-09,10,6,Sunday,1015,0,True
Edinburgh Waverley,Glasgow Central,LNER,2024-05-31,7,5,Friday,0730,1,False
London Waterloo,Southampton Central,South Western Railway,2024-10-08,17,10,Tuesday,1730,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-27,17,3,Wednesday,1730,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-04,23,10,Friday,2300,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-04,10,1,Thursday,1015,1,False
London Waterloo,Southampton Central,South Western Railway,2024-08-21,9,8,Wednesday,0945,0,True
Edinburgh Waverley,Glasgow Central,LNER,2024-07-29,0,7,Monday,0030,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-01,5,4,Monday,0500,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-30,8,6,Sunday,0845,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-22,7,12,Sunday,0700,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-26,9,7,Friday,0945,0,True
London Kings Cross,Leeds,LNER,2024-09-12,19,9,Thursday,1930,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-22,7,1,Monday,0745,5,False
London Victoria,Gatwick Airport,Southern,2024-10-15,17,10,Tuesday,1715,0,False
London Waterloo,Southampton Central,South Western Railway,2024-12-30,18,12,Monday,1800,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-18,10,6,Tuesday,1015,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-26,2,6,Wednesday,0245,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-16,16,1,Tuesday,1645,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-05,17,4,Friday,1745,4,False
London Waterloo,Southampton Central,South Western Railway,2024-02-12,8,2,Monday,0845,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-03,5,7,Wednesday,0500,0,False
London Victoria,Gatwick Airport,Southern,2024-03-08,4,3,Friday,0445,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-14,4,1,Sunday,0400,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-29,10,5,Wednesday,1000,0,False
London Waterloo,Southampton Central,South Western Railway,2024-03-27,17,3,Wednesday,1715,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-02,7,2,Friday,0730,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-08,21,5,Wednesday,2145,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-04,0,6,Tuesday,0045,4,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-20,11,6,Thursday,1115,0,False
London Waterloo,Southampton Central,South Western Railway,2024-06-09,7,6,Sunday,0745,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-15,9,6,Saturday,0945,3,False
London Waterloo,Southampton Central,South Western Railway,2024-04-02,17,4,Tuesday,1700,2,False
London Waterloo,Southampton Central,South Western Railway,2024-05-29,18,5,Wednesday,1800,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-12,16,3,Tuesday,1615,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-02-07,11,2,Wednesday,1145,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-19,18,1,Friday,1830,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-05-07,17,5,Tuesday,1730,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-08,5,8,Thursday,0500,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-24,17,10,Thursday,1715,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-06-25,23,6,Tuesday,2345,11,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-13,9,3,Wednesday,0930,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-31,5,8,Saturday,0545,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-24,16,6,Monday,1615,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-09,7,10,Wednesday,0745,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-05,16,4,Friday,1645,3,False
London Waterloo,Southampton Central,South Western Railway,2024-10-30,11,10,Wednesday,1100,11,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-01,7,10,Tuesday,0730,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-23,8,11,Saturday,0845,12,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-22,16,8,Thursday,1630,9,False
London Kings Cross,Leeds,LNER,2024-03-01,8,3,Friday,0800,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-02,15,8,Friday,1545,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-11,7,10,Friday,0730,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-02,21,7,Tuesday,2145,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-30,13,11,Saturday,1345,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-12,15,2,Monday,1515,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-27,18,3,Wednesday,1845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-05,18,10,Saturday,1830,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-21,23,4,Sunday,2300,7,False
London Waterloo,Southampton Central,South Western Railway,2024-01-17,11,1,Wednesday,1130,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-17,18,4,Wednesday,1830,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-11,6,11,Monday,0615,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-23,15,5,Thursday,1515,0,False
London Victoria,Gatwick Airport,Southern,2024-09-20,23,9,Friday,2300,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-21,19,5,Tuesday,1915,3,False
London Kings Cross,Leeds,LNER,2024-05-06,18,5,Monday,1845,8,False
London Victoria,Gatwick Airport,Southern,2024-07-11,11,7,Thursday,1100,5,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-06,9,9,Friday,0900,6,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-21,17,11,Thursday,1730,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-07,18,8,Wednesday,1845,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-22,6,10,Tuesday,0645,5,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-20,16,2,Tuesday,1645,46,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-13,23,4,Saturday,2315,18,False
London Victoria,Gatwick Airport,Southern,2024-12-01,9,12,Sunday,0900,2,False
London Kings Cross,Leeds,LNER,2024-07-21,16,7,Sunday,1615,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-04-19,12,4,Friday,1215,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-05,17,1,Friday,1700,1,False
London Kings Cross,Leeds,LNER,2024-02-06,7,2,Tuesday,0700,10,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-02,6,6,Sunday,0615,7,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-15,0,10,Tuesday,0015,2,False
London Kings Cross,Leeds,LNER,2024-11-11,17,11,Monday,1715,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-28,21,6,Friday,2130,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-10,16,10,Thursday,1630,0,False
London Victoria,Gatwick Airport,Southern,2024-09-22,16,9,Sunday,1615,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-10,10,9,Tuesday,1015,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-03,21,7,Wednesday,2115,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-06,17,10,Sunday,1745,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-08,8,1,Monday,0800,9,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-26,16,5,Sunday,1645,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-11,7,11,Monday,0700,0,False
London Waterloo,Southampton Central,South Western Railway,2024-10-01,8,10,Tuesday,0800,9,False
London Waterloo,Southampton Central,South Western Railway,2024-05-05,4,5,Sunday,0445,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-07,17,12,Saturday,1715,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-11,21,9,Wednesday,2130,11,False
London Victoria,Gatwick Airport,Southern,2024-01-16,9,1,Tuesday,0945,12,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-21,13,8,Wednesday,1300,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-10,18,5,Friday,1800,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-05,2,5,Sunday,0230,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-31,17,12,Tuesday,1745,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-09,15,2,Friday,1500,1,False
London Kings Cross,Leeds,LNER,2024-09-21,22,9,Saturday,2245,4,False
London Victoria,Gatwick Airport,Southern,2024-06-16,4,6,Sunday,0445,50,False
London Victoria,Gatwick Airport,Southern,2024-08-25,9,8,Sunday,0945,6,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-18,0,3,Monday,0045,95,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-01,18,1,Monday,1845,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-28,23,9,Saturday,2345,2,False
London Kings Cross,Leeds,LNER,2024-02-17,2,2,Saturday,0215,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-13,15,2,Tuesday,1515,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-05,22,12,Thursday,2215,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-11,11,6,Tuesday,1115,8,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-24,7,2,Saturday,0745,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-19,8,8,Monday,0830,0,False
London Victoria,Gatwick Airport,Southern,2024-04-20,18,4,Saturday,1830,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-19,2,9,Thursday,0230,5,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-19,14,8,Monday,1415,3,False
London Kings Cross,Leeds,LNER,2024-01-07,3,1,Sunday,0315,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-25,15,10,Friday,1500,28,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-17,20,2,Saturday,2030,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-20,11,10,Sunday,1145,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-30,7,6,Sunday,0715,6,False
London Kings Cross,Leeds,LNER,2024-11-10,16,11,Sunday,1615,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-01,4,2,Thursday,0445,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-18,23,11,Monday,2300,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-05,18,10,Saturday,1830,17,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-02,1,4,Tuesday,0115,56,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-02,18,7,Tuesday,1815,1,False
London Waterloo,Southampton Central,South Western Railway,2024-09-30,18,9,Monday,1800,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-29,7,3,Friday,0730,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-17,14,10,Thursday,1415,17,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-07,7,6,Friday,0700,5,False
London Waterloo,Southampton Central,South Western Railway,2024-09-26,12,9,Thursday,1230,1,False
London Kings Cross,Leeds,LNER,2024-03-31,20,3,Sunday,2030,0,False
London Kings Cross,Leeds,LNER,2024-09-26,19,9,Thursday,1900,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-21,8,6,Friday,0815,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-28,8,11,Thursday,0830,2,False
London Kings Cross,Leeds,LNER,2024-06-06,17,6,Thursday,1730,9,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-03,16,4,Wednesday,1615,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-18,17,6,Tuesday,1715,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-16,0,8,Friday,0015,0,False
London Victoria,Gatwick Airport,Southern,2024-01-01,2,1,Monday,0245,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-12,9,7,Friday,0945,0,False
London Waterloo,Southampton Central,South Western Railway,2024-08-19,4,8,Monday,0400,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-06-24,7,6,Monday,0745,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-31,23,10,Thursday,2345,4,False
London Kings Cross,Leeds,LNER,2024-03-21,2,3,Thursday,0230,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-15,17,5,Wednesday,1730,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-19,2,3,Tuesday,0200,13,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-19,1,2,Monday,0115,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-06,18,6,Thursday,1845,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-17,7,7,Wednesday,0745,8,False
London Victoria,Gatwick Airport,Southern,2024-08-26,8,8,Monday,0830,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-08,9,12,Sunday,0945,13,False
Edinburgh Waverley,Glasgow Central,LNER,2024-07-17,18,7,Wednesday,1845,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-31,8,8,Saturday,0845,14,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-19,17,10,Saturday,1715,0,False
London Kings Cross,Leeds,LNER,2024-04-18,18,4,Thursday,1815,8,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-17,7,11,Sunday,0730,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-17,14,7,Wednesday,1430,19,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-02,6,8,Friday,0615,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-15,18,10,Tuesday,1830,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-15,17,7,Monday,1745,13,False
London Kings Cross,Leeds,LNER,2024-01-20,10,1,Saturday,1030,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-09,1,7,Tuesday,0130,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-09,8,3,Saturday,0845,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-06,11,4,Saturday,1145,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-20,18,9,Friday,1800,3,False
London Kings Cross,Leeds,LNER,2024-10-18,1,10,Friday,0115,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-01-17,12,1,Wednesday,1230,9,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-22,16,7,Monday,1600,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-31,21,3,Sunday,2145,1,False
London Kings Cross,Leeds,LNER,2024-12-18,4,12,Wednesday,0400,12,False
London Waterloo,Southampton Central,South Western Railway,2024-11-27,7,11,Wednesday,0715,8,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-30,20,8,Friday,2015,0,True
London Victoria,Gatwick Airport,Southern,2024-12-30,22,12,Monday,2230,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-09,7,5,Thursday,0730,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-04,13,1,Thursday,1330,0,False
London Victoria,Gatwick Airport,Southern,2024-12-16,5,12,Monday,0500,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-13,17,5,Monday,1730,1,False
London Waterloo,Southampton Central,South Western Railway,2024-11-03,10,11,Sunday,1030,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-12,20,5,Sunday,2045,0,False
London Waterloo,Southampton Central,South Western Railway,2024-12-31,7,12,Tuesday,0745,14,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-28,19,3,Thursday,1915,17,False
London Victoria,Gatwick Airport,Southern,2024-04-03,21,4,Wednesday,2130,4,False
London Waterloo,Southampton Central,South Western Railway,2024-08-03,18,8,Saturday,1830,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-28,2,8,Wednesday,0200,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-28,8,9,Saturday,0800,6,False
London Waterloo,Southampton Central,South Western Railway,2024-07-28,23,7,Sunday,2345,4,False
London Kings Cross,Leeds,LNER,2024-09-06,9,9,Friday,0915,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-17,18,4,Wednesday,1815,9,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-10,11,11,Sunday,1145,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-20,14,1,Saturday,1430,11,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-10,17,1,Wednesday,1715,5,False
London Victoria,Gatwick Airport,Southern,2024-02-22,10,2,Thursday,1030,3,False
London Victoria,Gatwick Airport,Southern,2024-08-21,17,8,Wednesday,1730,2,False
London Kings Cross,Leeds,LNER,2024-09-07,9,9,Saturday,0915,10,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-26,7,4,Friday,0715,8,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-04,9,3,Monday,0900,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-31,23,10,Thursday,2300,0,True
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-15,9,8,Thursday,0930,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-03,17,8,Saturday,1730,6,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-18,17,9,Wednesday,1700,17,False
London Paddington,Cardiff Central,Great Western Railway,2024-11-07,7,11,Thursday,0730,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-05-31,7,5,Friday,0745,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-30,0,4,Tuesday,0000,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-16,18,2,Friday,1800,14,False
